img_ids,height,width
648251,640,633
353994,475,640
371533,474,640
471043,480,640
232003,426,640
30132,640,523
661902,424,638
361321,539,636
74045,640,640
811830,386,640
387745,478,720
227210,600,450
47393,459,625
840747,800,647
249539,640,427
11378,640,493
81534,434,640
13377,480,640
738238,660,535
269449,451,640
490847,640,426
199635,640,640
831073,561,640
851593,533,800
328442,615,640
287644,523,640
2912,480,640
938478,800,533
198295,487,640
455268,640,512
165056,640,523
337617,457,640
473144,492,364
791953,497,720
314818,437,636
705231,642,490
196267,369,600
937277,480,800
13538,398,415
1728,480,640
917319,519,800
2876,427,640
261214,332,500
902532,533,800
94084,640,513
10244,640,508
274649,349,640
946718,536,800
573812,480,640
43016,372,640
314780,720,720
432442,640,471
23708,533,400
322779,427,640
411732,498,640
61152,505,638
772169,481,720
6979,480,640
393613,395,620
37696,481,640
130825,640,463
916017,800,536
135249,160,474
23738,480,640
892613,800,776
623830,640,427
739599,502,720
569464,640,514
324447,416,640
777525,480,720
388089,490,720
389004,504,720
268853,530,640
542787,385,640
863501,583,800
349515,630,554
654837,480,720
356492,427,640
804853,470,640
631895,480,720
145911,619,495
617405,503,640
813156,372,561
874832,461,800
43889,640,590
630096,491,720
325025,640,412
356984,426,640
442813,384,640
505577,296,720
812036,640,438
901513,630,800
893066,533,800
10205,480,640
215789,510,600
740979,509,640
836496,766,800
48503,417,640
78396,477,640
651429,640,606
441400,438,584
531303,640,443
316402,640,482
324544,498,640
882883,606,800
925919,783,558
932630,533,800
205215,640,427
778479,457,640
847527,720,540
836937,505,800
921119,533,800
207532,584,640
482059,477,640
158622,403,640
711749,444,640
723542,467,720
419384,640,340
354209,640,418
676838,428,640
147558,240,200
757677,720,541
217968,640,468
847081,712,800
892800,704,800
322863,588,639
331526,296,223
311916,640,640
545949,640,427
227028,640,435
593774,528,600
199583,479,640
59460,399,532
54715,631,510
137049,391,640
805867,600,398
286038,640,427
687534,640,389
523943,428,640
512791,640,549
902616,531,800
306188,512,640
316036,720,642
208632,640,599
721808,480,640
9596,320,240
508091,552,640
587953,431,640
795090,720,478
922059,560,800
35903,430,640
582272,640,468
921073,533,800
846257,533,800
32683,640,474
311729,608,480
20841,478,633
739834,640,640
656831,480,640
799133,543,720
97330,455,640
421006,640,505
601014,427,640
135568,480,640
134006,480,640
297417,509,640
45915,400,300
259998,427,640
864970,640,800
582318,480,640
761315,720,666
830612,620,480
395326,485,640
52531,638,633
633724,480,640
538128,418,640
291792,513,640
334653,640,426
617360,608,640
585226,640,588
74472,427,640
815799,468,720
848370,533,800
102653,471,640
450857,640,428
824246,430,621
12674,480,640
106754,480,640
550438,636,640
810394,515,720
65848,640,496
150657,640,536
325367,368,620
200349,510,640
900879,534,800
540152,483,640
121880,482,640
37226,640,482
217333,480,545
931573,534,800
245854,444,640
416820,640,526
844980,558,800
471277,640,427
375901,522,640
326057,500,640
67317,592,624
918899,533,800
560167,408,575
9571,469,640
222467,560,420
773154,480,640
947606,533,800
99724,480,360
49911,640,440
125210,512,640
437765,395,585
346296,640,622
317533,517,640
1098,480,640
804099,640,427
577176,428,640
460957,600,439
461443,480,640
895478,500,800
157144,640,480
237372,640,425
687517,556,640
696216,418,720
714003,720,523
675414,640,476
94799,308,640
118124,639,606
872885,700,461
814215,640,579
424695,415,622
398505,523,620
707233,640,541
3599,640,480
158725,237,450
623824,426,640
838478,525,800
29028,457,640
388531,430,640
143494,601,638
102381,640,616
932230,534,800
881279,533,800
770370,640,428
236747,437,640
809448,720,576
563370,640,640
225223,427,615
824091,332,500
311646,480,640
391622,463,640
175045,529,500
8294,640,480
466878,400,630
105237,479,640
767890,547,720
521885,484,640
430245,445,640
874293,589,800
794672,480,720
682288,640,427
289275,513,640
79216,535,640
536280,444,640
73922,637,423
358287,526,640
229691,426,640
173862,640,419
664933,640,484
263028,525,640
545448,427,640
669098,577,640
927819,555,800
645724,427,640
282626,482,640
365333,638,479
940703,800,800
432927,402,600
182863,640,426
35641,480,640
248242,433,640
839960,595,800
149462,601,640
351943,516,640
875774,800,533
8593,480,640
136327,428,640
792367,480,720
786862,610,720
118099,601,505
119519,512,640
274387,458,640
806800,720,599
184037,288,640
905791,677,450
704424,640,640
27582,480,640
24953,460,620
687029,576,720
28364,480,640
920098,650,775
832348,493,720
95655,500,635
381775,512,640
895514,533,800
298095,640,536
195993,640,418
116857,442,640
896103,533,800
543255,576,720
79182,432,640
906163,566,800
553148,518,503
123487,640,417
858893,645,800
891382,533,800
949274,800,800
473545,428,640
730564,480,720
260482,640,499
579029,483,720
571380,439,640
601148,461,640
953993,594,799
260523,640,356
624732,640,640
45259,640,509
272909,578,640
124551,427,640
902471,768,569
935333,570,800
458739,466,720
260381,485,640
869875,624,800
847115,800,800
627770,428,640
851310,623,777
577506,640,619
438602,640,458
68169,505,410
71974,427,640
204980,480,640
561715,640,640
76207,640,486
86455,448,640
168994,522,397
483249,640,481
57023,418,640
143021,597,464
280923,640,427
669765,474,542
313204,609,513
550519,409,640
287742,502,640
103478,480,632
842597,640,426
794916,427,640
534236,572,640
576966,640,440
764016,480,640
765776,427,640
813612,484,640
390101,604,480
483135,640,430
791474,463,720
311649,467,600
910184,541,800
813407,457,640
427379,480,640
67172,640,480
684566,576,720
169902,640,480
384793,467,700
524235,456,640
323724,495,640
837937,609,800
20507,447,640
347323,486,640
754739,479,720
912160,700,700
632855,480,720
471374,640,484
825131,481,640
24994,415,268
16573,640,560
775932,507,640
106002,321,481
488848,637,640
744220,473,640
387156,509,640
701781,480,720
78362,425,640
756288,532,720
93157,640,608
526595,629,505
60376,293,640
242890,600,470
827014,592,700
594048,585,604
239215,480,640
143249,504,640
593788,427,640
532630,512,640
664991,573,640
237156,427,600
418432,640,479
624721,526,640
168675,453,640
735167,481,720
100813,450,640
632657,540,720
642764,640,474
429376,424,640
301408,427,640
405518,640,590
35851,606,492
246827,600,503
33088,480,640
668517,640,482
623797,427,640
300181,640,427
456437,640,528
427079,522,640
157462,427,640
159406,431,640
193102,375,640
323091,453,620
703653,720,650
343778,481,640
940451,780,600
354420,640,512
170158,472,640
945562,533,800
818294,480,720
162862,512,640
704786,576,720
818041,348,600
135248,435,640
21380,480,640
321964,416,635
911676,592,800
58890,476,400
512413,384,640
818945,464,640
125374,640,469
32546,423,635
115426,640,640
128180,373,640
862122,773,800
759693,720,407
879098,800,533
277627,427,640
768177,720,576
91158,483,640
139612,600,607
696972,400,640
757448,720,685
570416,427,640
760857,640,478
819871,475,720
321757,600,630
223519,419,640
651439,576,720
352892,494,640
783704,396,591
865019,547,800
432204,395,268
729262,640,507
372268,640,381
207036,427,640
630116,640,480
905256,533,800
619462,640,483
763904,630,720
957182,800,525
160865,579,562
531865,523,640
809696,428,640
586789,640,549
732220,513,720
43257,426,640
80131,427,640
401102,640,632
65845,640,638
61720,490,640
99472,460,640
427404,640,431
850016,527,790
56554,640,436
490198,640,640
55625,450,600
236115,640,512
816281,625,604
22702,640,446
124031,250,172
51052,525,397
152437,474,640
23826,640,503
673625,449,629
777158,560,640
706768,409,640
150970,427,640
710069,427,640
810178,480,720
135486,401,600
605011,465,620
816655,720,720
72121,480,640
786039,480,640
390176,409,639
516866,514,577
875761,535,800
937319,800,533
35064,628,475
627671,627,589
946875,700,525
648997,640,457
716709,439,720
303615,640,640
157637,427,640
5881,480,640
186927,428,640
230880,640,494
879021,533,800
937656,533,800
498803,720,542
537386,640,427
432457,616,640
437021,514,640
208409,298,640
87636,640,640
386403,411,640
771820,720,523
405948,213,320
909222,533,800
799447,720,439
304079,640,475
9824,600,443
679274,640,585
102795,439,640
577054,511,640
772189,438,640
714613,640,640
909655,800,533
404487,540,640
882177,800,800
220836,466,640
744821,461,720
808137,720,488
905808,571,800
440036,300,400
75774,485,640
572008,433,640
900764,533,800
156472,484,640
925147,725,800
680356,640,427
53837,465,640
809770,479,720
12394,462,620
515724,635,543
515642,577,640
477972,640,427
924837,456,800
5046,480,640
534614,500,375
927968,600,800
296190,640,640
288287,640,512
366001,456,640
906887,533,800
423191,640,580
585287,434,640
809338,720,693
6487,480,640
373747,457,640
266869,600,600
656433,597,640
911238,531,800
401578,692,720
261974,428,638
856916,800,535
594074,640,448
76126,640,414
805120,288,640
126142,416,630
300547,429,640
831639,425,640
290582,640,640
894595,800,555
17340,397,544
910214,561,800
649180,593,480
309072,452,640
875115,800,737
196821,426,640
319347,481,640
23806,492,540
831791,640,640
931213,513,800
268084,427,640
210561,640,640
846633,643,798
579296,435,650
938833,754,528
23925,480,640
943583,800,533
291403,430,640
202840,534,396
886945,800,571
11207,480,640
870587,582,800
482695,640,330
193153,474,640
1017,480,640
501711,468,623
501020,640,456
164177,449,550
945985,794,569
726498,720,480
315654,588,640
183147,548,640
603117,640,530
832992,640,505
842705,533,800
472701,640,325
811947,600,400
282948,564,640
840740,800,800
662356,713,509
686104,480,640
396037,330,500
532148,406,640
31949,480,640
906481,800,618
798958,480,720
544186,640,420
637811,360,640
699411,428,640
2355,480,640
251058,640,480
824552,425,640
1958,480,640
795645,720,571
738900,480,720
72661,160,213
495386,640,493
188824,575,640
99244,433,640
47869,440,612
778969,514,720
3386,640,480
734177,480,640
90884,640,640
277652,640,452
22969,411,600
173215,538,640
583732,640,512
816579,427,640
126813,470,640
902488,523,800
420896,377,640
896202,390,800
908403,700,525
450375,427,640
183321,640,382
60751,640,370
482277,640,640
428984,376,640
309334,480,640
899620,655,800
295885,313,640
479226,637,485
42961,640,606
95034,482,640
702187,430,640
324894,480,640
946366,800,533
315504,580,640
96852,480,576
27893,427,640
512789,476,640
299924,480,640
299222,640,553
244488,598,617
695773,640,427
784236,640,615
497316,426,640
498191,486,720
80855,557,637
124197,180,276
121920,425,640
181224,433,640
921662,514,800
1764,640,480
50159,640,450
423562,418,618
897739,534,800
251126,540,640
225864,572,640
156286,600,400
937229,599,800
12854,640,559
78565,512,640
205730,491,640
516595,383,640
698208,640,395
165623,413,640
576913,620,469
570270,640,427
162197,452,640
671385,487,720
132210,640,480
879554,534,800
40467,450,630
821387,640,583
673751,720,520
841844,560,700
78879,640,623
119949,490,640
650233,482,720
858094,800,496
621721,586,640
669766,427,640
97410,425,640
578827,480,640
130480,521,640
570530,432,640
844601,788,800
871174,479,800
403696,430,630
16067,640,480
54675,434,640
935607,599,800
465515,427,640
818696,480,720
25565,640,467
243027,409,630
405724,480,640
479901,503,640
1234,640,480
125601,480,640
448813,640,452
416125,640,436
942492,533,800
508058,427,640
865754,537,800
412399,640,488
92215,427,640
60990,640,512
781673,376,720
865593,583,718
515561,427,640
36819,256,640
402212,518,640
125587,610,610
68165,303,640
828795,566,640
202079,395,640
239515,433,640
7785,480,640
705390,480,720
86506,392,640
405662,425,640
28523,331,640
206514,457,640
921603,600,800
842031,800,550
706074,429,640
71239,477,634
343642,424,640
32335,640,443
581227,398,597
926932,555,738
756759,480,720
764670,480,640
375269,640,456
86044,417,640
412371,460,640
102281,480,640
271060,640,577
335062,448,640
553885,448,640
914288,571,800
727179,491,720
374975,640,430
768936,428,640
100661,499,394
659621,540,361
927319,792,604
875677,577,800
440322,476,640
360314,393,520
891536,640,800
723586,500,720
658093,615,720
733664,427,640
309571,480,640
78250,399,640
580345,435,640
453021,640,640
433722,640,640
872982,760,507
99616,480,640
850388,800,532
448496,480,640
87095,260,185
822301,455,640
464892,485,640
280955,512,640
488725,498,640
538147,480,640
817523,700,577
806110,375,720
20522,444,640
750432,708,509
22770,406,600
924610,533,800
128426,640,427
40127,616,600
349496,470,418
574642,634,445
372455,446,640
264134,459,599
188915,480,640
723346,583,640
332205,415,640
270793,427,640
524675,640,428
625813,443,603
79445,475,595
326047,640,509
854424,453,680
124357,366,640
739166,451,720
155756,640,273
250879,640,481
8494,640,480
886003,800,643
127817,427,640
429252,475,640
110448,426,640
579806,640,640
660419,534,354
810747,472,720
283307,427,578
197756,427,640
488884,489,640
5344,480,640
500323,512,640
78025,610,569
669839,447,640
696797,512,640
379110,427,640
216442,640,440
690385,467,622
16978,512,640
625921,480,640
327261,421,640
887359,537,795
185615,476,640
446954,640,502
741231,405,720
20649,640,480
364324,421,640
817264,480,720
433553,640,441
356895,480,640
818218,566,640
824093,308,640
930251,800,753
920961,800,541
343497,640,481
738091,550,697
127990,640,498
208373,346,640
658791,488,720
701270,516,720
823239,720,576
300710,640,539
927729,476,800
818020,669,720
467053,460,640
872555,460,800
262709,640,457
941947,686,800
734659,418,640
332774,635,485
428503,640,428
176526,500,500
25421,476,640
459346,480,640
112323,484,640
163828,480,640
289242,640,582
161172,437,640
43290,640,522
395979,640,640
16723,506,640
534471,428,640
420132,600,343
21152,457,640
706314,425,640
199344,640,479
578641,493,640
182418,425,640
162415,480,640
911778,529,800
69915,638,445
325868,640,435
632053,640,569
121827,479,625
480001,640,426
929306,800,703
3455,480,640
81985,640,496
773908,608,640
829214,720,540
181619,508,640
832680,425,640
197909,427,640
334979,640,458
317390,479,639
857793,800,552
657131,600,600
307469,640,512
395076,427,640
488099,380,600
732885,640,640
829988,720,559
955919,800,719
912072,704,528
610143,639,489
518252,599,640
728754,425,640
308134,557,640
842718,443,600
747531,341,640
6649,640,480
232809,468,640
377594,433,640
920244,523,800
64973,443,640
818574,640,640
121530,640,508
718175,640,494
668786,720,720
447948,465,700
31516,512,640
304671,598,640
344173,406,640
532060,577,640
168576,480,638
418823,437,640
656834,480,640
899607,800,600
729242,640,640
291659,640,438
356965,426,640
153362,461,640
694634,720,467
328538,630,420
348101,518,640
861265,700,411
952835,704,528
383929,640,426
913376,576,768
715540,499,720
67418,228,640
150286,483,640
460915,480,405
347538,398,640
775888,240,320
535974,514,640
865627,513,800
606123,427,640
24516,639,452
804310,640,495
250787,427,640
830554,720,527
831220,640,429
854076,600,800
756752,720,540
166099,640,427
249472,480,640
778182,480,720
109412,480,640
310940,389,640
210382,640,440
44333,640,480
755125,517,720
23506,640,480
677902,427,640
600568,430,630
623818,474,640
475918,480,625
742969,482,720
600128,452,640
648049,479,720
20808,394,640
403466,592,640
535445,434,640
684186,540,720
73376,485,640
400715,273,640
502015,427,640
74293,480,640
410605,600,400
623377,427,640
24088,442,640
680437,640,542
190556,640,465
690597,274,720
494149,426,640
322878,399,640
704006,333,535
844546,536,800
190725,640,480
488305,428,639
404952,640,617
308528,480,640
28712,525,640
534262,640,442
603227,512,640
502031,480,640
926144,533,800
3510,480,640
282531,640,450
246177,480,640
286775,160,241
804179,640,438
694368,477,640
539535,487,640
10856,480,640
687920,640,640
369859,480,640
586972,575,640
358567,492,640
433682,375,500
638914,719,513
770927,720,705
404048,427,640
432102,640,562
404181,480,640
859536,533,800
444785,475,640
827463,640,563
38998,480,640
141677,467,620
867602,789,526
340496,640,484
859140,800,533
952676,532,800
432377,571,640
272643,640,520
955531,533,800
312436,432,576
840962,527,700
405891,427,640
704451,457,640
102816,573,607
425935,428,600
424329,620,415
101001,640,524
285732,640,457
244286,413,640
661603,476,720
773406,425,640
830129,381,720
117986,480,640
528708,448,640
402089,640,427
302660,584,610
632835,577,640
488234,416,640
25176,640,480
12409,480,640
666641,548,720
784347,640,631
97715,349,614
474429,455,640
817720,712,720
627950,640,457
810950,483,720
887726,800,458
279433,440,640
869322,714,800
292186,445,640
657090,603,640
84606,427,640
818990,580,720
923921,481,800
730426,532,720
467123,446,640
159906,469,607
69960,480,640
232656,541,640
256804,246,640
708999,640,494
754910,709,720
873842,606,800
432307,640,576
824760,576,384
849008,766,575
816231,469,720
287158,640,450
684639,507,720
440642,640,640
777468,516,720
711488,621,720
26090,450,600
153132,512,640
248937,480,640
629962,576,720
899093,638,800
167499,640,459
612975,640,502
459300,427,640
872055,800,576
846063,780,520
303484,640,640
631836,496,640
245161,431,638
952956,800,533
278326,424,640
771260,601,720
319790,465,640
833394,800,533
938398,800,527
11554,485,640
500918,417,640
698850,490,720
450538,640,427
787295,485,720
60636,515,640
625602,428,640
860604,697,800
203951,633,506
364496,400,600
285929,640,640
388721,640,427
871176,532,800
716939,640,564
697091,344,640
357320,465,640
628714,463,720
782925,480,720
456653,468,640
647975,433,640
362356,399,640
643002,640,464
92642,640,574
413254,638,480
589381,640,425
450716,417,640
260004,480,640
320003,512,640
809852,523,720
502170,370,640
374295,640,527
769645,460,640
69728,384,600
798138,426,640
757053,535,720
607260,640,427
691273,640,514
122797,480,640
13499,587,640
492547,622,640
774168,427,640
818383,720,516
126733,480,640
398596,452,640
637851,640,480
643065,640,527
405542,440,636
159244,426,640
769665,417,640
304696,441,640
855688,704,770
125989,427,640
154771,640,490
423534,579,640
940571,573,799
931924,459,800
471953,409,640
231310,459,638
369141,615,462
427320,411,640
636230,424,633
22658,640,516
569920,400,600
70712,519,576
514114,640,633
383631,532,640
747711,427,640
51415,398,600
732287,451,600
267148,431,640
679700,720,623
313975,640,640
804305,720,556
885817,564,800
768000,720,482
650888,716,720
146520,640,420
19679,384,640
663631,489,720
389796,524,350
287420,412,640
498662,566,720
40126,640,576
457417,512,640
817503,549,640
740389,467,700
645491,640,427
107908,427,640
577618,640,636
4688,480,640
331207,427,640
488235,640,480
413162,465,640
288065,426,640
180853,480,640
64821,401,640
926003,800,775
903211,800,533
48546,505,640
649382,720,572
462450,375,500
853180,573,800
894082,526,800
869716,704,704
672645,561,640
476845,640,542
166117,468,640
528044,640,450
424384,428,640
341358,433,640
205271,465,622
649093,480,612
340494,375,640
239736,567,344
941593,786,800
199454,422,640
851990,519,777
206543,640,536
7648,480,640
628329,640,457
757021,473,700
261004,426,640
608292,640,427
139842,535,415
57964,640,379
35037,213,180
671373,524,640
455371,640,533
463338,640,456
133357,418,640
430883,640,429
489160,640,597
86959,427,640
236128,540,640
66158,605,454
391764,433,612
95343,417,630
537593,640,567
66176,480,640
623184,537,640
106331,428,640
836256,530,795
364247,430,640
838448,800,518
481909,437,640
668801,720,720
738609,512,640
149825,640,548
488211,515,640
77320,421,640
825037,720,527
953126,574,800
206044,480,360
653832,640,512
502997,720,480
903764,800,571
106001,538,640
932459,681,750
134241,640,379
806935,624,416
58103,426,640
4745,480,640
584147,640,431
24990,628,471
735272,526,720
276519,569,378
49964,483,640
312146,600,402
710049,393,640
150180,427,640
677698,363,600
365389,427,640
125198,457,639
920371,800,533
133581,480,640
77032,640,640
571990,428,640
733444,484,720
4854,427,640
297791,640,640
677628,720,480
474715,428,640
727096,427,640
446330,640,396
559561,639,567
340274,430,640
761551,548,720
451933,480,720
50294,480,640
681953,480,640
449655,640,640
875209,798,474
588797,384,640
320562,425,616
483899,435,640
279131,418,640
427592,640,495
314765,427,640
831199,640,427
649048,640,640
56449,640,512
925231,800,730
783909,482,712
753822,576,720
550587,439,640
648052,541,719
684071,551,720
769487,487,720
368253,505,640
860349,800,559
747816,640,640
6041,640,480
916944,694,800
848485,479,640
818728,640,464
78636,640,458
927287,536,800
16681,640,427
916835,533,800
112228,480,640
560543,640,521
675189,425,640
169822,558,640
257243,198,640
838487,800,800
926959,531,800
760874,488,720
167058,426,640
24791,468,640
850040,532,800
255229,434,640
34655,383,600
38281,480,640
124998,466,640
161072,235,640
98330,513,640
491548,415,640
915104,567,760
376529,456,640
199877,480,640
281005,288,640
933191,700,392
693537,720,480
287321,640,484
248185,462,640
778434,430,640
262418,640,480
121247,338,640
18909,468,640
659364,426,640
2054,640,480
167343,427,640
907916,506,800
416020,640,427
713591,720,661
909425,436,800
936419,532,800
546643,480,640
90338,422,640
296915,640,537
780415,439,640
956953,799,590
12012,357,640
489806,640,427
744431,525,640
851461,548,800
279391,432,600
793689,640,455
228258,600,458
287968,425,640
483634,480,630
353329,338,640
93876,431,640
448873,640,640
789892,480,720
458417,557,639
650572,626,720
911449,600,800
863729,583,800
113211,480,640
244186,640,472
37101,315,636
396603,547,640
444025,477,620
439831,560,640
796710,480,640
233050,606,640
249126,561,600
257639,480,640
420011,427,640
266894,640,491
897605,324,800
880470,533,800
716753,640,457
337325,640,457
122469,480,640
523487,640,430
792813,505,720
928774,665,800
871157,538,442
296686,640,463
200645,480,640
120191,640,599
937977,600,800
101652,640,640
801415,420,630
254736,634,430
777816,640,637
784921,574,720
424403,512,640
464973,436,640
255906,550,550
948180,575,800
713696,640,589
412240,640,518
36652,187,274
889719,800,574
63798,417,640
652605,720,478
33999,572,640
798023,427,640
916925,534,800
121340,640,480
458776,640,527
652733,377,640
876955,800,552
893715,530,800
479764,639,429
3184,640,480
696057,720,486
722479,426,640
567891,480,640
885652,800,700
58513,640,312
164780,640,510
388858,601,720
840318,800,539
23745,479,640
743601,663,720
398474,640,511
682515,540,720
75396,565,480
327987,426,640
889443,800,405
682026,545,716
137239,427,640
940309,494,800
245120,427,640
696194,427,640
731888,549,640
13250,480,640
691244,428,640
102266,360,500
288152,610,385
385915,467,700
868761,536,800
682716,377,502
844237,482,720
850672,754,588
420969,640,480
279562,425,640
38856,600,468
873616,800,533
79787,438,640
800792,488,720
892474,720,550
398611,640,508
479462,425,640
825618,621,720
137446,640,427
74314,640,488
357233,482,640
803453,640,490
404634,640,457
193887,640,491
19136,448,640
196990,399,600
942599,435,800
230286,426,640
366211,480,640
807000,480,640
411154,640,595
45857,300,362
424067,640,427
79164,375,500
370127,545,540
939148,534,800
405591,430,640
878700,705,800
396014,640,474
188839,640,416
230805,427,640
658818,478,640
19942,640,480
103669,640,448
733480,538,720
433555,445,640
512503,411,640
5652,640,480
693318,603,720
930314,800,582
104163,427,640
957894,604,800
829525,486,704
780088,449,640
800928,551,720
941080,600,800
271382,500,620
461405,427,640
771186,500,720
115077,586,640
507681,640,404
45370,384,512
374738,640,640
880437,800,530
24857,611,640
907422,521,792
188750,640,396
699642,564,720
901177,800,533
636851,540,720
786609,528,720
503032,640,460
434447,433,640
108855,486,640
84627,480,640
769428,480,720
41345,551,640
180818,424,640
289377,640,640
854644,378,800
507708,600,400
247147,454,640
816400,429,624
933056,550,745
509050,640,442
412703,600,600
72334,438,640
949065,533,800
308982,427,640
930245,533,800
112695,427,640
714522,515,640
346304,480,640
750138,480,640
23825,479,640
774171,366,640
638830,487,720
170157,640,302
332352,600,435
340459,433,640
798222,494,720
814132,480,720
29136,640,603
896859,680,800
773830,526,697
324141,315,634
639327,592,720
181805,640,480
816381,479,720
555359,427,640
793626,640,640
7909,480,640
841963,796,780
87149,516,640
948021,533,800
610417,506,640
502184,640,426
525283,427,640
228202,425,640
68398,640,560
878809,480,640
86409,422,640
523070,640,638
340149,217,199
399702,427,640
331250,450,640
67313,483,603
806767,454,720
795172,720,477
443496,720,543
682785,720,719
43686,419,640
635470,480,640
411144,640,427
752880,427,640
308161,427,640
431592,459,640
227534,452,640
323610,550,413
10382,640,640
817373,480,720
236959,600,400
769668,480,640
364222,640,427
454917,426,640
63856,480,640
859096,537,800
879905,516,800
35605,373,600
811847,464,640
84926,461,640
153171,640,480
422274,426,640
238929,426,640
400906,457,640
505655,386,720
672190,630,630
904193,800,640
894674,523,800
272126,457,640
772297,692,720
648219,720,575
367848,427,640
524983,512,640
462203,427,640
266290,426,640
798437,427,640
78515,640,491
778330,480,720
224968,640,502
99079,462,640
700025,622,491
790209,514,720
716262,480,720
630523,640,427
450803,457,640
242095,426,640
495578,413,620
503342,335,640
72178,640,579
940348,617,800
5089,640,480
446275,640,475
43795,640,423
673369,428,640
208981,426,640
472711,364,640
380928,500,542
923568,760,570
285026,482,640
879756,533,800
778734,427,640
566457,241,720
430235,640,623
290062,640,512
96362,640,480
949738,544,750
30905,632,526
794157,700,546
764509,426,640
389939,640,512
368968,492,640
883217,800,690
762664,484,640
693325,572,720
571842,450,600
951725,800,800
948133,533,800
476084,596,640
620967,427,640
609825,427,640
439408,640,474
921794,800,533
862899,663,800
862668,654,800
762367,427,640
640943,479,720
461913,640,601
605913,480,640
95591,640,434
339259,427,640
433541,600,600
505071,720,411
687274,600,600
70915,392,640
606434,640,418
827212,243,640
648417,428,640
930359,800,725
418751,479,624
378957,490,640
368863,424,640
50818,480,640
930745,758,800
69979,456,640
362094,426,640
309716,480,640
238759,591,560
424984,435,640
821069,461,640
788577,720,544
486627,512,640
55587,480,640
490377,427,640
174693,640,571
284372,473,640
118291,389,615
444327,620,414
739427,480,720
396000,426,640
717059,538,714
65896,640,524
637349,496,720
805435,366,640
927670,487,800
602819,640,476
449410,640,480
297233,480,640
708943,518,720
164060,480,640
569898,640,427
249356,516,640
372500,450,600
861349,800,496
436356,430,640
732904,480,640
224743,640,473
694421,430,640
9171,427,640
161134,580,640
430865,426,640
921471,600,800
517584,640,550
186792,427,640
339607,640,433
343107,209,640
124159,180,271
757539,500,720
127474,640,640
459581,618,640
354763,427,640
434250,640,511
470257,640,438
501260,374,640
758239,540,720
515204,418,617
346334,376,640
776261,429,640
863441,480,800
268283,640,640
734513,627,640
879161,800,563
488282,427,640
680871,626,720
640772,640,521
319012,480,640
837020,563,800
126532,514,640
44062,640,549
773277,480,640
2548,480,640
365987,603,640
141851,331,640
680588,425,640
587609,640,463
900384,628,752
177499,613,639
802361,615,640
312944,426,640
876454,800,533
217983,640,426
4340,480,640
103426,390,640
592438,640,551
409491,466,639
253023,640,480
11570,451,630
767447,519,720
43899,513,640
952496,571,800
776232,640,422
532462,426,640
694426,640,512
24317,575,438
738369,640,459
448321,360,720
490617,400,640
772211,420,718
97706,449,600
674549,640,428
79637,473,640
387732,512,640
525259,640,549
461469,640,640
832435,480,720
66553,480,640
239453,432,640
25232,464,300
445047,480,720
401243,640,427
363499,427,640
174305,480,640
54848,480,640
251426,461,640
938081,800,533
426803,427,640
735057,720,479
256845,414,640
859029,450,800
680594,360,640
408418,640,429
940825,779,533
153757,565,423
771737,525,700
723915,640,447
935525,745,701
391970,480,640
301871,640,640
671354,507,720
273681,427,640
60290,480,600
739725,480,603
764534,523,640
738301,640,488
8587,480,640
126221,305,640
518900,418,640
619896,428,640
119648,480,640
821853,487,720
814561,407,610
402203,427,320
13287,640,398
105971,640,514
13105,640,640
949484,427,640
599327,512,384
913013,800,551
860689,800,701
903603,800,542
126410,534,444
227280,392,600
76122,480,600
36062,289,386
932025,756,800
864375,800,492
364718,570,640
790277,640,526
160152,439,636
913573,577,800
861094,536,800
161773,300,400
65862,640,424
72625,431,640
306858,514,640
764582,455,640
284616,463,603
917967,534,800
874153,800,761
412314,425,640
168339,640,479
339413,385,640
471964,381,640
922384,800,732
33449,389,640
321767,427,640
920015,533,800
632922,720,500
824322,600,440
667795,720,486
367106,426,640
669552,640,547
130491,427,640
284809,640,427
486954,426,640
945469,528,800
624718,427,640
281589,453,640
316708,481,640
252356,591,640
654499,500,334
35880,480,640
82157,480,640
382608,640,635
819632,711,720
577340,720,551
176604,498,640
569825,427,640
20786,505,399
479273,639,630
669548,517,640
798496,482,720
935084,532,800
230238,640,640
657869,704,607
921287,513,800
34647,480,640
489202,429,640
814135,362,640
854121,625,800
208985,480,603
904850,493,600
939656,576,800
230948,480,640
847086,533,800
689216,612,630
420121,405,640
633648,300,720
20742,480,640
783744,525,700
480506,426,640
921650,572,800
462109,428,640
60160,480,640
163991,640,497
170775,640,480
72647,640,480
453220,480,640
384061,480,720
263284,461,640
83382,357,565
295592,480,640
115447,480,640
918624,415,800
243683,640,489
75947,640,640
638039,460,622
911218,533,800
542144,543,480
737815,467,700
126604,550,412
113606,640,400
757657,461,346
449343,640,413
846232,636,800
103062,476,635
500322,480,640
194838,464,640
80442,640,514
940865,518,749
340734,469,640
356851,640,476
749320,480,720
172785,446,637
17643,426,640
872566,503,800
635282,640,452
337959,640,427
658705,288,639
510516,379,640
704193,449,640
495224,479,640
729198,413,620
889011,800,531
109747,625,502
589743,622,640
11481,480,640
166358,472,640
791691,480,720
290508,585,640
1141,640,480
103338,480,640
401143,640,473
335301,426,640
937624,750,538
284028,640,458
919777,763,800
103907,480,640
423208,427,640
946528,533,800
84613,480,640
676781,480,720
756249,720,713
